./ib_dataset/spider_25.mp4,IDENTIFIED
./ib_dataset/spider_26.mp4,IDENTIFIED
./ib_dataset/spider_27.mp4,NEUTRAL
./ib_dataset/spider_28.mp4,NEUTRAL
./ib_dataset/spider_29.mp4,IDENTIFIED
./ib_dataset/spider_2.mp4,IDENTIFIED
./ib_dataset/spider_30.mp4,IDENTIFIED
./ib_dataset/spider_3.mp4,NEUTRAL
./ib_dataset/spider_4.mp4,DETECTED
./ib_dataset/spider_5.mp4,DETECTED
./ib_dataset/spider_6.mp4,DETECTED
./ib_dataset/spider_7.mp4,DETECTED
./ib_dataset/spider_8.mp4,IDENTIFIED
./ib_dataset/spider_9.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_10.mp4,DETECTED
./ib_dataset/spider_rectilinear_11.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_12.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_13.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_14.mp4,DETECTED
./ib_dataset/spider_rectilinear_15.mp4,DETECTED
./ib_dataset/spider_rectilinear_16.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_17.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_18.mp4,DETECTED
./ib_dataset/spider_rectilinear_19.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_1.mp4,DETECTED
./ib_dataset/spider_rectilinear_20.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_21.mp4,DETECTED
./ib_dataset/spider_rectilinear_22.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_23.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_24.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_25.mp4,DETECTED
./ib_dataset/spider_rectilinear_26.mp4,DETECTED
./ib_dataset/spider_rectilinear_27.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_28.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_29.mp4,DETECTED
./ib_dataset/spider_rectilinear_2.mp4,DETECTED
./ib_dataset/spider_rectilinear_30.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_3.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_4.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_5.mp4,DETECTED
./ib_dataset/spider_rectilinear_6.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_7.mp4,NEUTRAL
./ib_dataset/spider_rectilinear_8.mp4,IDENTIFIED
./ib_dataset/spider_rectilinear_9.mp4,DETECTED
./ib_dataset/spider_scrambled_10.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_11.mp4,NEUTRAL
./ib_dataset/spider_scrambled_12.mp4,NEUTRAL
./ib_dataset/spider_scrambled_13.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_14.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_15.mp4,DETECTED
./ib_dataset/spider_scrambled_16.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_17.mp4,DETECTED
./ib_dataset/spider_scrambled_18.mp4,NEUTRAL
./ib_dataset/spider_scrambled_19.mp4,DETECTED
./ib_dataset/spider_scrambled_1.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_20.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_21.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_22.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_23.mp4,NEUTRAL
./ib_dataset/spider_scrambled_24.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_25.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_26.mp4,NEUTRAL
./ib_dataset/spider_scrambled_27.mp4,NEUTRAL
./ib_dataset/spider_scrambled_28.mp4,DETECTED
./ib_dataset/spider_scrambled_29.mp4,DETECTED
./ib_dataset/spider_scrambled_2.mp4,NEUTRAL
./ib_dataset/spider_scrambled_30.mp4,NEUTRAL
./ib_dataset/spider_scrambled_3.mp4,NEUTRAL
./ib_dataset/spider_scrambled_4.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_5.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_6.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_7.mp4,DETECTED
./ib_dataset/spider_scrambled_8.mp4,IDENTIFIED
./ib_dataset/spider_scrambled_9.mp4,NEUTRAL
